IQ,Prev_Sem_Result,CGPA,Academic_Performance,Internship_Experience,Extra_Curricular_Score,Communication_Skills,Projects_Completed,Placement
102,7.9,8.39,9,1,9,10,3,Yes
110,8.18,7.78,6,1,7,2,3,No
99,6.76,7.09,8,1,9,1,1,No
103,6.58,6.46,1,0,3,4,2,No
117,8.06,8.15,6,1,3,9,2,Yes
109,5.66,5.54,6,0,4,6,5,No
97,6.27,6.17,8,1,0,6,2,No
120,5.21,4.87,1,0,3,6,2,No
64,5.36,5.43,5,1,5,1,0,No
130,6.22,6.27,3,0,9,1,4,No
74,5.1,4.79,6,0,1,3,1,No
90,6.23,6.27,9,1,10,5,1,No
99,8.27,8.74,10,1,2,2,0,No
97,5.31,5.52,3,1,10,1,3,No
115,7.18,7.16,9,0,3,9,4,Yes
84,9.57,9.99,9,1,2,1,1,No
103,8.96,9.04,1,0,8,4,3,No
91,6.53,6.17,2,0,5,9,2,No
104,9.62,9.67,4,0,10,10,5,Yes
99,6.65,6.33,7,0,4,2,4,No
101,5.36,5.63,2,1,4,10,4,No
91,9.97,10.44,7,0,1,3,5,No
92,9.35,9.21,5,0,8,4,2,No
104,7.33,7.26,10,0,1,2,1,No
114,8.33,8.25,7,0,4,2,4,Yes
91,8.36,8.15,9,0,6,6,0,No
86,5.97,6.26,9,0,2,10,0,No
109,6.0,6.12,3,0,7,5,0,No
99,7.35,6.91,3,0,4,5,5,No
112,9.56,9.9,7,0,9,9,4,Yes
86,5.05,4.74,5,0,2,7,1,No
73,8.91,9.39,5,0,2,9,5,Yes
92,5.29,5.17,5,0,2,1,3,No
88,7.39,7.51,9,1,10,2,1,No
98,8.19,7.77,4,0,2,5,3,No
90,8.43,8.27,6,1,3,10,4,Yes
111,5.29,5.59,6,0,9,7,2,No
95,7.09,7.07,7,1,0,8,3,No
102,7.92,8.32,2,0,2,7,3,No
102,5.33,5.41,6,1,9,9,1,No
102,5.68,6.11,9,0,9,3,4,No
99,8.32,8.8,3,1,4,5,1,No
107,7.61,7.56,2,0,7,6,4,No
88,5.81,5.88,8,0,7,10,3,No
120,7.68,8.01,1,0,8,7,2,Yes
96,9.56,9.28,8,1,8,7,5,No
80,5.08,5.44,5,0,5,4,4,No
102,8.21,8.3,9,0,9,1,3,No
87,5.37,5.6,9,1,6,8,5,No
109,5.03,4.61,4,0,10,10,5,No
133,5.75,6.02,1,1,3,1,2,No
88,7.11,6.92,5,0,2,1,1,No
104,9.01,9.32,7,1,10,9,1,No
73,6.41,6.42,9,1,2,10,4,No
106,8.13,7.9,10,1,1,10,4,No
86,7.06,7.51,9,0,7,3,4,No
90,6.17,6.44,9,0,6,9,1,No
83,7.57,8.06,6,0,7,10,4,Yes
110,8.99,8.85,2,0,5,10,3,Yes
115,9.16,9.31,5,1,9,1,5,Yes
100,9.23,9.34,3,1,9,7,0,No
87,6.69,6.88,6,0,4,5,0,No
123,8.97,8.51,5,0,0,4,4,Yes
88,6.06,5.85,10,0,7,5,3,No
67,8.69,9.1,1,0,1,1,3,No
106,9.74,9.66,10,0,0,10,3,Yes
83,5.07,5.53,10,1,8,7,5,No
114,7.2,6.91,2,1,10,2,2,No
94,8.24,8.74,5,0,10,9,5,Yes
109,8.51,8.71,6,1,7,5,3,No
121,5.88,6.16,1,1,10,5,1,No
81,9.86,9.76,7,1,8,3,1,No
91,8.08,8.49,3,1,4,10,3,Yes
98,5.82,5.87,1,0,2,2,0,No
123,5.1,5.28,7,0,10,8,2,Yes
90,8.92,8.51,7,0,7,9,5,Yes
91,5.4,5.53,10,0,3,3,1,No
107,5.71,6.09,3,0,0,8,1,No
91,7.87,7.55,6,0,8,6,1,No
102,8.02,8.26,4,0,10,9,5,Yes
76,8.43,7.96,4,1,3,10,2,No
133,6.97,7.4,9,1,1,4,3,No
79,8.87,9.35,7,1,9,3,2,No
95,9.87,9.72,6,0,2,7,3,No
99,6.36,5.97,9,1,5,1,4,No
128,8.52,8.68,3,0,8,3,1,No
80,9.64,9.17,4,0,5,7,5,No
129,8.43,8.41,9,1,3,7,0,No
111,8.41,8.18,4,0,0,9,2,Yes
106,6.12,6.09,7,1,1,10,5,No
85,7.68,7.2,9,0,6,9,2,No
108,7.81,7.36,4,0,2,7,5,No
89,8.5,8.02,9,1,1,3,1,No
118,9.98,10.1,7,1,5,3,1,No
85,5.17,5.23,4,1,3,5,5,No
98,5.33,5.06,3,0,0,9,0,No
91,5.39,5.54,6,1,8,1,0,No
85,8.71,9.09,3,0,8,1,1,No
111,5.68,5.46,7,0,10,9,5,Yes
108,8.11,8.44,1,1,4,7,3,No
118,6.62,6.78,7,0,7,4,1,No
73,7.29,6.82,3,1,5,1,0,No
115,6.08,5.96,9,0,6,6,1,No
137,9.33,9.34,6,1,5,9,0,Yes
93,7.93,8.16,7,0,6,6,4,No
128,9.72,9.51,9,0,2,5,3,Yes
96,7.87,8.35,6,0,10,1,5,No
79,5.62,5.8,10,0,2,9,0,No
95,5.85,5.72,2,1,9,9,5,No
115,9.95,9.55,6,0,2,1,2,Yes
87,8.63,8.31,6,0,9,4,2,No
90,5.25,5.24,2,1,5,1,5,No
108,8.52,8.51,7,0,0,10,3,Yes
100,7.06,7.33,9,0,8,4,3,No
108,6.54,6.77,10,0,8,7,2,No
103,5.77,5.47,4,0,3,8,5,No
107,9.2,9.29,5,1,1,3,5,No
93,5.32,4.84,6,1,6,3,5,No
103,6.45,6.35,1,0,6,10,5,No
86,6.53,6.79,8,1,5,5,5,No
119,5.8,5.7,9,0,7,6,4,No
90,7.54,7.88,1,0,2,3,4,No
116,5.06,5.54,4,0,1,6,0,No
96,6.5,6.61,6,0,9,10,3,No
103,9.67,9.32,10,1,0,7,2,No
92,6.55,6.43,1,0,2,6,5,No
84,6.8,6.31,3,1,7,6,5,No
73,7.37,7.47,7,0,7,2,3,No
84,7.81,8.13,8,0,6,4,2,No
95,9.04,9.17,8,0,1,1,2,No
103,5.95,6.24,5,0,2,10,0,No
115,9.36,9.66,1,1,6,5,3,Yes
93,8.79,9.14,1,0,10,10,4,Yes
86,8.61,8.38,8,1,7,3,3,No
78,5.43,5.8,5,0,8,3,2,No
107,5.11,5.26,9,0,5,4,4,No
120,7.97,7.76,1,1,9,9,2,Yes
118,9.32,9.81,2,1,2,6,3,Yes
110,7.92,8.37,4,1,8,10,2,Yes
109,6.07,6.14,10,0,4,8,5,No
125,5.45,5.79,7,0,3,5,1,No
104,8.5,8.26,4,0,8,6,4,No
109,8.61,8.53,8,0,9,3,5,No
95,5.86,5.54,7,1,1,7,0,No
79,5.14,5.16,5,0,9,9,1,No
89,7.04,7.04,7,0,3,9,5,No
99,7.91,7.62,8,1,5,7,2,No
100,8.53,8.7,3,0,10,3,3,No
128,9.05,8.67,3,0,5,5,2,Yes
101,8.05,7.61,2,0,10,10,0,No
117,5.55,5.43,4,0,9,9,3,Yes
93,8.41,8.32,4,0,4,9,4,Yes
95,9.92,9.74,4,0,9,3,4,No
80,9.53,9.29,2,1,6,5,2,No
88,9.36,9.2,7,1,4,1,1,No
107,6.51,6.17,10,0,5,7,3,No
100,8.75,8.65,3,1,0,2,5,No
114,9.26,9.66,10,0,7,10,1,Yes
102,8.39,8.11,1,0,4,10,2,Yes
94,6.25,6.43,2,0,4,6,5,No
132,9.77,9.41,5,0,9,10,5,Yes
98,7.25,7.1,9,0,5,6,3,No
117,5.65,5.47,4,1,5,7,4,No
93,5.55,5.99,6,0,7,3,4,No
110,8.24,8.17,3,1,3,8,2,Yes
113,7.19,7.38,9,0,3,5,3,No
103,5.47,5.57,2,0,2,10,5,No
64,8.7,8.34,8,0,8,4,2,No
100,9.0,9.44,3,1,7,9,4,Yes
118,8.63,8.48,8,0,4,9,5,Yes
107,6.01,5.55,3,0,10,2,5,No
106,8.45,8.25,4,1,7,1,0,No
74,5.05,4.89,8,0,5,3,1,No
89,6.53,6.12,10,0,4,10,2,No
106,6.99,7.11,4,0,8,8,5,No
106,9.18,9.03,9,0,8,4,0,No
118,6.95,7.08,9,0,10,5,4,No
97,5.06,4.57,6,0,7,5,2,No
106,6.76,7.24,1,0,9,2,4,No
100,7.49,7.16,9,0,2,1,4,No
85,9.75,9.91,9,1,8,8,2,Yes
66,9.71,9.93,7,1,5,10,0,No
106,5.9,5.57,9,0,8,5,2,No
102,5.93,5.54,8,0,0,2,5,No
90,5.82,5.47,9,0,0,7,4,No
75,8.94,8.69,9,1,5,2,3,No
109,5.03,4.7,7,1,3,6,4,No
96,5.64,5.81,6,0,4,9,5,No
108,7.69,7.61,2,1,4,4,2,No
127,6.24,6.28,7,1,2,5,0,No
67,5.46,5.01,1,0,8,1,4,No
89,6.8,7.16,6,0,0,1,0,No
96,6.37,6.04,6,0,5,9,5,No
121,7.56,7.42,7,0,1,5,0,No
75,9.9,9.47,2,0,1,3,1,No
129,5.62,5.26,4,1,8,2,5,No
102,6.86,7.03,2,0,9,10,0,No
98,9.66,9.85,4,1,1,7,4,No
97,9.38,9.56,3,0,8,4,4,No
93,6.97,7.02,2,0,7,3,2,No
115,8.49,8.94,2,1,6,2,2,Yes
83,5.44,5.45,3,0,7,10,0,No
105,8.56,8.51,10,1,8,10,5,Yes
94,9.86,9.61,4,1,9,4,5,No
88,7.69,7.29,7,0,8,9,3,No
138,7.49,7.54,4,0,2,10,5,Yes
106,5.94,5.75,7,1,9,7,5,No
109,8.17,8.19,4,0,0,1,4,No
117,7.95,7.66,3,1,7,3,0,No
78,8.26,8.6,8,0,9,5,5,No
126,5.13,5.63,3,0,3,7,2,No
62,7.74,7.56,8,1,4,5,4,No
88,7.97,8.31,2,1,10,9,1,No
93,6.04,6.41,3,1,5,7,5,No
108,6.04,6.54,4,0,5,1,2,No
103,6.38,6.22,3,0,6,6,5,No
97,8.56,8.82,6,0,9,2,1,No
99,8.03,7.76,9,0,2,6,4,No
85,9.23,9.35,10,0,1,3,3,No
77,6.48,6.68,8,0,8,2,0,No
110,9.56,9.8,4,0,1,3,0,No
110,8.72,8.43,2,0,8,10,3,Yes
123,6.98,7.33,10,1,9,4,0,No
88,5.48,5.4,1,1,3,1,5,No
110,6.28,6.0,4,0,10,4,5,No
95,9.78,9.82,5,0,0,6,0,No
117,6.55,6.91,2,1,2,5,1,No
115,6.65,7.12,3,0,9,5,0,No
103,5.95,6.2,4,1,1,9,1,No
94,9.03,8.54,3,1,3,9,0,No
114,6.38,6.01,8,1,1,9,5,Yes
109,6.65,6.23,2,0,9,7,0,No
89,7.07,6.67,9,1,5,10,2,No
80,7.17,7.05,6,1,10,9,3,No
95,7.06,6.9,1,1,9,8,2,No
122,7.52,7.13,8,1,0,8,0,No
117,9.07,9.45,10,1,4,5,1,No
83,9.1,9.22,6,1,8,9,0,No
82,8.99,9.29,4,0,0,8,4,Yes
119,5.51,5.38,6,0,3,7,4,No
82,9.0,8.91,2,0,1,8,4,Yes
107,5.6,5.42,1,0,10,9,4,No
90,5.62,5.56,6,1,1,7,0,No
124,9.74,9.85,8,1,4,9,4,Yes
88,9.1,9.09,5,0,1,8,3,Yes
117,7.76,8.1,8,1,4,2,0,No
102,9.37,9.77,3,0,0,3,2,No
103,9.95,9.92,6,0,4,6,0,No
70,8.05,7.79,1,0,2,6,1,No
66,8.06,8.51,3,0,1,7,3,No
96,8.77,9.01,4,0,10,2,0,No
103,6.16,6.3,5,1,3,1,2,No
83,5.84,6.09,3,1,0,5,1,No
83,8.8,8.38,8,1,2,2,5,No
108,6.72,6.29,5,0,10,9,1,No
108,5.68,5.33,7,0,0,3,2,No
97,6.57,6.22,5,1,7,2,5,No
111,6.79,6.71,8,0,4,7,2,No
82,9.83,9.49,1,1,0,6,2,No
94,8.49,8.84,3,0,1,8,2,Yes
124,7.65,7.73,3,0,8,9,4,Yes
101,9.84,9.71,10,0,6,3,3,No
101,9.52,9.09,10,0,2,8,2,Yes
134,7.56,7.65,3,0,0,4,4,No
79,9.53,9.15,6,0,1,2,0,No
111,7.02,7.26,9,0,6,4,1,No
124,6.15,6.45,6,1,7,4,0,No
95,6.16,6.2,5,1,4,8,0,No
112,8.31,7.96,1,0,3,10,5,Yes
85,7.51,7.8,2,0,9,8,4,No
89,8.29,8.1,1,1,3,7,4,No
105,8.43,8.15,6,1,4,4,2,No
111,5.11,5.08,3,1,6,2,2,No
116,5.27,5.69,5,1,6,1,4,No
123,7.66,7.46,6,1,3,2,3,No
98,5.96,6.37,5,0,0,2,5,No
117,8.16,7.71,3,1,4,3,5,No
94,7.76,7.34,2,0,6,10,2,No
113,7.93,8.13,2,0,3,5,5,Yes
103,6.51,6.2,2,0,6,1,0,No
106,8.2,8.02,10,1,7,5,2,No
106,9.15,8.79,4,0,1,7,2,No
75,9.99,9.82,4,1,1,1,3,No
83,9.19,8.97,3,0,4,4,4,No
101,7.79,8.03,8,1,2,2,3,No
74,5.97,6.17,4,0,3,8,2,No
112,8.41,8.86,8,0,0,2,3,Yes
113,9.69,9.91,3,0,10,1,5,Yes
104,6.06,6.25,2,1,3,2,2,No
83,6.28,6.47,8,0,10,10,3,No
120,5.75,6.13,6,0,3,4,1,No
130,8.68,8.48,2,0,3,5,1,No
102,7.03,6.83,7,1,2,2,2,No
107,5.31,5.55,10,0,1,4,3,No
103,9.37,9.1,7,1,3,7,2,No
107,7.79,8.2,4,0,7,5,3,No
98,6.66,6.69,8,1,2,8,4,No
99,6.72,6.52,3,0,5,10,3,No
113,6.45,6.73,9,0,1,9,3,Yes
135,7.28,7.09,5,0,0,1,2,No
78,6.69,7.15,3,1,6,1,3,No
98,7.74,8.22,9,0,5,3,2,No
82,8.87,9.04,2,1,9,8,2,Yes
123,8.37,7.98,2,0,3,1,0,No
91,6.47,6.23,3,0,6,10,2,No
78,7.64,7.66,9,1,5,2,3,No
109,9.2,9.55,10,0,1,1,1,No
126,5.34,5.02,3,1,3,1,4,No
109,5.39,4.99,5,0,8,9,3,No
103,7.78,7.35,9,0,7,10,5,No
106,8.2,8.21,10,0,5,1,3,No
121,6.06,6.44,6,1,0,4,3,No
86,8.73,8.27,6,1,6,7,0,No
98,8.23,7.94,1,0,0,5,1,No
93,9.62,9.81,2,0,7,10,3,Yes
82,5.84,6.17,9,1,2,5,5,No
95,8.76,9.07,8,1,8,7,2,No
116,5.42,5.71,2,0,4,6,1,No
108,7.83,7.46,5,0,5,6,1,No
109,7.76,7.66,5,1,3,8,3,No
102,6.94,7.42,6,0,5,10,2,No
107,9.22,9.71,4,0,8,9,1,No
87,5.02,5.12,9,1,6,2,4,No
95,7.6,7.81,5,0,1,10,2,No
102,6.09,6.54,4,0,10,4,1,No
104,8.72,8.67,9,0,5,10,1,No
104,5.22,4.86,2,0,10,9,2,No
97,9.16,9.33,2,1,10,10,0,No
94,9.19,9.65,3,0,8,1,2,No
113,5.76,6.06,4,0,10,8,0,No
106,8.15,8.07,10,0,0,1,3,No
96,5.07,4.67,9,0,4,4,0,No
93,9.24,8.91,5,1,5,9,4,Yes
98,8.61,9.09,2,1,8,4,4,No
104,7.66,7.65,3,0,3,5,4,No
71,8.65,8.16,8,0,0,9,1,No
76,5.47,5.93,6,0,5,8,0,No
90,7.64,7.64,5,1,8,1,4,No
103,6.46,6.8,4,1,5,3,5,No
96,9.86,9.91,4,0,6,4,0,No
122,9.29,8.89,8,1,9,3,5,Yes
77,8.67,8.79,6,0,3,9,0,No
88,9.67,10.17,5,1,1,6,3,No
122,6.73,6.26,5,0,2,3,5,No
101,9.5,9.84,6,0,10,8,3,Yes
113,6.63,6.37,3,0,0,9,3,Yes
130,8.66,8.55,7,0,1,10,5,Yes
89,8.68,8.55,1,0,6,4,1,No
98,5.09,5.49,5,0,8,5,1,No
95,6.81,6.81,6,0,8,3,3,No
70,5.1,5.05,2,0,8,5,4,No
95,9.99,10.31,2,1,10,2,2,No
113,5.61,5.16,9,0,0,2,5,No
108,7.71,7.3,2,1,6,5,1,No
109,8.95,8.47,3,1,6,7,2,No
94,6.01,6.2,1,0,8,1,1,No
90,7.43,7.46,9,1,8,3,0,No
119,8.04,8.42,1,1,0,1,4,Yes
92,5.8,5.8,4,0,9,8,1,No
104,8.89,8.61,7,0,4,2,0,No
102,6.5,6.81,2,0,1,6,4,No
121,6.06,5.85,8,1,5,6,5,No
114,7.79,8.23,8,0,1,9,1,Yes
80,7.05,6.8,3,0,5,6,4,No
82,9.6,9.27,4,1,6,10,1,No
108,9.4,9.39,7,0,5,6,3,No
99,7.42,6.97,5,1,10,1,1,No
93,6.8,6.34,5,1,0,7,1,No
115,6.63,6.63,2,1,3,6,0,No
102,6.34,6.06,6,1,2,8,3,No
100,7.72,7.23,4,0,4,1,2,No
111,9.02,8.82,5,0,6,8,4,Yes
94,6.55,6.53,5,0,2,8,2,No
123,5.95,5.84,2,0,0,1,2,No
88,7.38,7.02,8,1,10,7,3,No
109,5.35,5.43,1,1,10,7,3,No
121,8.51,8.72,2,1,8,7,3,Yes
79,7.59,7.77,7,0,5,3,0,No
94,7.48,7.37,7,0,5,3,0,No
117,6.5,6.14,2,1,3,8,4,Yes
117,9.52,9.52,1,0,10,8,3,Yes
97,5.45,5.84,10,1,0,8,2,No
88,9.35,9.32,1,0,8,3,4,No
114,6.88,6.58,1,0,9,4,0,No
117,9.4,8.99,6,1,6,2,1,No
82,8.64,9.08,10,1,9,3,1,No
81,5.52,5.76,7,1,6,5,4,No
103,9.16,8.97,2,1,10,3,0,No
109,8.41,8.21,6,0,6,4,4,No
95,5.16,5.56,4,0,6,7,0,No
110,5.67,5.35,9,0,7,3,3,No
89,8.18,8.22,8,0,10,1,1,No
68,8.31,8.52,8,1,7,1,2,No
93,8.73,8.63,2,0,2,4,3,No
100,8.6,8.14,5,1,7,1,2,No
95,8.3,8.03,2,0,3,6,4,No
82,8.83,9.23,3,0,6,4,1,No
72,7.88,7.9,8,1,4,5,2,No
92,6.3,6.62,5,1,3,6,5,No
113,9.56,9.62,4,1,3,2,4,Yes
118,5.09,5.53,5,1,5,1,0,No
117,6.83,7.24,8,0,1,10,3,Yes
87,8.64,8.62,10,1,4,2,0,No
82,7.14,6.96,7,1,7,6,3,No
107,5.12,5.22,6,1,1,10,1,No
109,5.33,5.5,2,0,4,9,2,No
106,8.24,8.24,10,0,6,8,0,No
69,9.82,10.14,5,0,4,10,0,No
86,7.76,7.44,10,1,9,1,2,No
99,7.53,7.36,9,0,8,5,2,No
107,6.59,6.78,9,1,8,7,4,No
111,6.28,6.03,9,1,7,8,3,Yes
102,5.1,5.04,3,0,8,7,5,No
104,6.36,6.82,9,0,1,1,5,No
101,7.25,7.38,9,1,2,4,4,No
110,5.99,6.44,5,1,3,4,0,No
104,5.44,5.66,6,0,4,9,2,No
100,8.59,8.81,7,0,9,6,1,No
95,9.47,9.56,10,1,1,6,0,No
101,9.68,9.32,10,0,10,5,0,No
107,8.09,8.11,10,1,9,5,5,No
104,5.26,5.01,6,1,3,9,3,No
105,8.7,9.2,5,0,3,2,4,No
120,5.55,5.32,1,1,4,10,5,Yes
103,8.35,8.08,4,1,5,5,3,No
90,8.9,9.02,8,0,0,1,0,No
113,8.63,8.64,8,1,5,5,2,Yes
79,9.76,9.28,6,0,8,4,1,No
83,8.69,8.32,3,1,2,4,3,No
105,8.47,8.78,8,1,1,4,5,No
107,6.31,6.29,7,1,7,3,0,No
81,9.62,9.27,9,0,1,6,5,No
94,5.9,5.87,3,0,7,3,5,No
90,9.52,9.27,6,1,9,6,4,No
92,6.56,6.28,1,0,3,6,3,No
114,5.65,6.11,8,0,8,10,0,No
110,9.13,8.99,2,0,3,2,4,No
99,5.01,4.56,5,1,0,9,4,No
91,9.16,9.63,6,1,7,10,1,No
79,6.31,6.6,4,0,0,8,2,No
121,9.42,9.17,9,0,4,7,1,No
108,8.46,8.37,3,1,6,9,4,Yes
89,8.33,8.69,2,0,2,8,3,Yes
110,6.83,6.69,3,1,5,9,5,No
98,5.3,5.37,5,1,10,8,2,No
95,9.15,9.18,1,1,0,3,4,No
106,5.85,5.75,10,0,5,10,2,No
88,6.86,7.0,4,0,4,1,3,No
94,8.0,7.97,1,1,1,6,0,No
101,7.41,6.93,9,0,3,3,0,No
92,5.99,6.3,3,0,10,3,4,No
110,5.7,5.31,2,0,10,6,4,No
128,5.62,5.58,5,1,10,10,1,No
88,9.32,9.4,1,0,6,9,4,Yes
75,5.16,5.37,10,0,5,5,0,No
69,9.89,9.8,7,0,10,1,0,No
97,5.99,6.23,9,0,9,10,1,No
90,5.55,5.18,1,0,5,7,5,No
103,7.88,8.03,8,0,8,9,3,Yes
101,5.4,5.73,8,0,1,10,2,No
75,8.01,8.4,7,1,0,2,0,No
72,9.25,9.33,10,1,1,9,2,Yes
104,5.24,5.05,4,0,2,5,4,No
102,9.0,8.66,7,0,8,1,4,No
93,6.97,6.82,2,1,9,4,5,No
75,5.8,5.84,6,1,8,8,3,No
107,5.88,5.58,5,1,4,3,5,No
119,9.59,10.04,5,1,6,5,2,Yes
104,5.55,5.95,8,1,2,2,0,No
87,9.33,8.86,1,1,9,5,1,No
100,7.72,7.78,8,0,1,9,0,No
79,5.2,5.49,4,1,5,3,2,No
115,7.32,7.07,10,0,5,7,2,No
101,9.09,9.11,6,0,4,6,0,No
73,8.63,8.54,6,0,0,2,0,No
95,7.44,7.14,1,0,9,7,3,No
106,9.3,9.41,8,1,1,10,4,Yes
95,5.6,6.09,4,1,6,4,5,No
95,9.55,9.42,9,0,9,6,3,No
81,9.23,9.28,7,1,1,7,0,No
108,8.54,8.37,4,0,4,9,0,No
90,9.09,9.47,1,0,10,7,1,No
67,7.72,8.08,9,0,9,3,4,No
94,8.38,8.06,10,0,3,9,5,Yes
114,7.8,8.2,6,1,9,6,5,Yes
94,6.78,6.43,6,1,0,4,1,No
126,7.84,7.44,1,1,4,10,4,Yes
106,6.29,6.44,5,0,0,5,4,No
105,7.2,7.09,4,0,2,10,2,No
98,6.4,6.43,1,0,8,1,4,No
98,5.61,5.76,7,0,6,4,5,No
96,6.61,6.16,4,0,1,3,0,No
95,9.26,9.05,3,1,4,6,4,No
107,6.91,6.87,2,0,3,9,3,No
85,8.74,8.51,8,1,6,3,2,No
83,5.88,5.43,5,0,3,5,1,No
83,7.12,6.71,10,0,8,2,5,No
130,5.57,5.87,9,1,2,9,4,Yes
107,5.69,6.1,5,0,5,8,1,No
104,8.09,7.74,10,0,4,10,0,No
84,8.04,7.79,1,1,9,4,1,No
109,6.07,6.22,10,0,7,8,4,No
98,7.37,7.82,5,0,10,10,1,No
103,9.32,9.12,5,0,0,4,0,No
85,5.87,6.23,8,0,9,2,4,No
102,5.1,5.11,6,0,1,9,1,No
93,8.26,8.72,5,0,6,2,1,No
88,5.27,4.91,8,1,0,1,0,No
111,9.9,10.37,1,1,4,1,3,Yes
76,8.05,7.99,5,0,7,3,3,No
108,7.35,7.8,3,0,9,10,2,No
110,7.15,7.11,5,0,4,7,0,No
86,7.87,7.9,3,0,4,6,3,No
87,5.45,5.75,4,0,8,3,1,No
96,9.65,9.87,9,1,10,5,0,No
104,8.13,8.25,2,1,10,10,1,No
97,5.92,5.84,10,0,4,6,1,No
106,7.81,8.1,1,0,0,10,2,Yes
126,5.67,6.12,4,1,2,2,5,No
92,5.09,4.6,8,0,4,3,2,No
74,8.15,8.24,5,0,7,4,4,No
112,8.24,8.61,9,1,9,8,5,Yes
125,7.92,8.07,10,0,1,1,0,No
105,5.92,6.22,3,0,3,9,3,No
83,8.02,8.42,9,0,3,1,2,No
98,5.28,5.53,1,0,2,3,0,No
83,8.05,8.27,2,1,5,3,2,No
109,7.77,8.23,9,0,9,9,3,Yes
79,8.28,8.64,9,1,1,3,2,No
95,9.48,9.8,10,1,2,3,4,No
84,9.25,8.84,5,0,1,2,0,No
101,9.9,9.64,10,1,9,4,5,No
94,9.88,9.94,4,0,7,8,5,Yes
102,8.86,9.07,9,0,1,6,0,No
100,9.78,9.58,10,0,4,1,1,No
85,9.34,8.93,2,0,3,5,5,No
109,8.64,8.45,3,1,0,10,5,Yes
99,5.38,5.65,8,1,6,8,4,No
85,5.25,5.63,1,1,5,1,2,No
133,9.19,9.6,2,0,9,6,1,No
107,7.45,7.33,5,0,0,7,2,No
97,9.07,8.94,7,1,8,5,4,No
121,6.56,6.47,10,0,3,4,1,No
127,6.99,6.87,9,1,0,7,3,No
97,8.5,8.67,3,0,7,9,0,No
105,9.58,9.44,4,1,0,4,4,No
85,5.44,4.96,10,1,1,3,4,No
97,9.31,9.25,1,1,4,10,2,Yes
97,8.97,8.69,1,1,0,4,3,No
102,6.58,6.11,1,0,0,5,3,No
104,6.78,6.75,4,1,5,9,5,No
108,5.23,4.94,9,1,10,1,4,No
103,5.08,5.03,8,0,0,9,4,No
81,7.39,7.17,4,0,4,9,0,No
85,5.48,5.58,8,1,9,8,3,No
91,5.97,6.46,7,0,10,10,4,No
95,9.23,9.28,6,0,4,8,0,No
115,7.86,8.01,10,0,1,8,2,Yes
82,8.17,8.59,2,1,10,4,3,No
94,5.94,5.81,3,0,2,7,1,No
114,9.14,8.81,4,1,2,2,1,No
95,9.34,9.12,7,0,2,3,4,No
106,7.62,7.52,8,0,2,8,4,No
97,9.56,9.71,8,0,10,4,5,No
103,9.22,8.72,4,1,3,10,0,No
96,8.66,9.01,9,0,9,6,4,No
110,8.67,8.25,8,0,0,8,4,Yes
76,5.53,5.93,5,1,3,8,0,No
94,6.35,6.8,3,0,3,5,1,No
104,5.33,5.82,2,1,7,7,0,No
108,5.04,5.35,9,1,10,1,5,No
122,5.79,5.43,1,1,3,5,5,No
94,9.4,9.61,7,0,4,3,3,No
122,6.2,5.9,7,1,3,4,3,No
90,9.85,10.25,1,0,4,1,4,No
119,7.99,7.81,7,0,2,1,4,No
112,6.19,6.02,1,0,2,3,5,No
86,7.49,7.91,2,0,7,4,1,No
104,6.1,5.61,9,1,0,3,1,No
99,9.92,9.61,8,1,2,2,2,No
109,9.24,9.16,9,1,1,7,3,No
96,5.13,5.33,9,0,9,10,3,No
95,9.74,9.89,4,0,10,9,5,Yes
120,8.61,8.78,5,1,5,3,2,Yes
98,5.41,5.79,10,0,7,9,2,No
112,8.35,7.97,7,0,5,8,3,Yes
96,8.23,8.25,6,0,3,5,4,No
124,6.09,6.32,9,1,2,6,3,No
89,8.79,8.93,2,1,3,1,2,No
90,5.44,5.39,8,0,7,6,1,No
122,7.45,6.97,2,0,8,9,0,No
93,5.05,4.61,2,0,7,7,1,No
124,9.84,9.46,3,0,8,9,5,Yes
113,8.76,8.6,4,1,7,5,1,No
97,5.79,5.41,6,1,4,5,2,No
72,6.71,6.64,6,0,4,5,3,No
99,5.8,5.48,2,0,0,6,5,No
101,8.83,9.11,6,0,7,4,2,No
117,5.29,5.66,8,0,10,10,2,Yes
123,9.2,9.09,5,0,1,9,5,Yes
89,9.71,9.72,1,0,5,7,5,No
112,8.38,8.83,8,1,5,3,5,Yes
111,6.06,6.1,6,1,9,10,4,Yes
116,6.8,7.3,2,0,3,7,5,No
107,7.39,7.03,7,0,8,3,4,No
70,8.02,8.38,8,0,2,3,0,No
97,8.34,8.34,2,0,7,4,4,No
82,7.77,7.29,1,1,1,2,0,No
96,6.76,7.23,6,1,4,8,1,No
114,9.45,9.92,6,1,5,1,1,No
104,5.41,5.29,8,0,1,10,2,No
117,7.33,7.78,7,1,6,1,1,No
105,8.88,8.52,8,1,10,1,4,No
80,5.3,5.48,10,1,10,4,4,No
62,8.53,8.22,10,0,4,1,4,No
102,9.1,8.85,5,0,9,3,3,No
96,8.3,8.58,2,1,3,7,4,No
85,5.06,4.94,5,1,3,3,5,No
74,5.9,5.41,2,0,1,2,2,No
88,6.71,6.62,9,0,8,10,2,No
97,6.17,5.9,5,0,0,6,1,No
109,9.81,9.99,1,1,0,8,0,No
102,8.26,7.95,9,0,3,4,5,No
